ID	Date	News Portal	Headline	Claim	Sentiment
BN/PRTD/241016/057	16-10-2024	Sangbad Pratidin	সম্পর্ক টিকিয়ে রাখতে সেক্স কতটা জরুরি? বিশেষজ্ঞরা ফাঁস করলেন অবাক করা তথ্য	Checkworthy	NEUTRAL
BN/PRTD/241129/039	29-11-2024	Sangbad Pratidin	হলুদ-লেবুতে স্ত্রীর ক্যানসার নিরাময়! সিধুর আজব দাবিতে ৮৫০ কোটির নোটিস	Checkworthy	NEGATIVE
BN/BTMN/240823/019	23-08-2024	Bartaman	বেলুড়ে অ্যাসিড হামলার শিকার তরুণী, জখম আরও ৩	Checkworthy	NEGATIVE
BN/PRTD/241014/014	14-10-2024	Sangbad Pratidin	রামকৃষ্ণ মঠের সন্ন্যাসীকে মারধর অনন্ত মহারাজের! অভিযুক্তর ফাঁসির দাবি গ্রামবাসীদের	Checkworthy	NEGATIVE
BN/BTMN/241027/027	27-10-2024	Bartaman	দেব দীপাবলি উপলক্ষ্যে ১৫ হাজার প্রদীপে সাজবে বাবুঘাটের গঙ্গাপাড়	Checkworthy	NEUTRAL
BN/PRTD/241230/053	30-12-2024	Sangbad Pratidin	সিকিম বেড়াতে গিয়ে দুর্ঘটনায় মৃত্যু মা ও শিশু-কন্যার	Checkworthy	NEGATIVE
BN/NS18/240809/066	09-08-2024	News18 Bangla	মহিলাদের শরীরের জন্য অত্যন্ত ভাল, ৬টি খাদ্যগুণে ঠাসা রান্নাঘরের এই বীজ	Checkworthy	POSITIVE
BN/PRTD/241005/008	05-10-2024	Sangbad Pratidin	বৃষ্টির ‘অভিশাপে’ নষ্ট প্রচুর ফুল, সন্ধিপুজোয় পদ্মের দাম আকাশছোঁয়া!	Checkworthy	NEGATIVE
BN/BTMN/241115/009	15-11-2024	Bartaman	হায়দরাবাদে কনসার্টের আগে দিলজিৎ দোসাঞ্জকে আইনি নোটিশ তেলেঙ্গানা সরকারের	Checkworthy	NEGATIVE
BN/PRTD/241017/054	2024-10-17 00:00:00	Sangbad Pratidin	সলমনের বাড়িতে গুলিবর্ষণ, গ্রেপ্তার বিষ্ণোই গ্যাংয়ের শার্পশুটার	Checkworthy	NEGATIVE
BN/PRTD/241005/066	05-10-2024	Sangbad Pratidin	শিশুকে ধর্ষণ-খুন! পুলিশকে ‘ঝাঁটাপেটা’, ফাঁড়িতে আগুন, অগ্নিগর্ভ জয়নগর	Checkworthy	NEGATIVE
BN/BTMN/241228/016	28-12-2024	Bartaman	বছরের শেষ রবিবার হাওড়া শাখায় বাতিল বহু লোকাল	Checkworthy	NEGATIVE
BN/PRTD/240830/046	30-08-2024	Sangbad Pratidin	‘বিসিসিআইকে যেভাবে নেতৃত্ব দিয়েছেন…’, আইসিসি চেয়ারম্যান জয় শাহকে নিয়ে খুশি ক্রিকেটবিশ্ব	Not-Checkworthy	POSITIVE
BN/BTMN/241024/047	24-10-2024	Bartaman	বিক্ষোভ চললেও এই মুহূর্তে রাষ্ট্রপতি সাহাবুদ্দিনের ইস্তফা চাইছে না বিএনপি	Checkworthy	NEUTRAL
BN/BTMN/250106/056	06-01-2025	Bartaman	"বাংলাকে ঘিরে সাম্প্রদায়িক চক্রান্ত বন্ধ হোক!
হিমাংশু সিংহ"	Not-Checkworthy	NEGATIVE
BN/PRTD/240922/030	22-09-2024	Sangbad Pratidin	জেলমুক্তির পথে অনুব্রত, ২ বছর পর বীরভূমে প্রশাসনিক বৈঠকে মমতাও	Checkworthy	NEUTRAL
BN/PRTD/240826/018	26-08-2024	Sangbad Pratidin	নিয়োগ করেছিলেন হাসিনা, মেয়াদ শেষের আগেই ভারতীয় দূতাবাস থেকে ছাঁটাই বাংলাদেশের কর্মীরা	Checkworthy	NEGATIVE
BN/ESMY/241127/004	27-11-2024	Ei Samay	সরকারি পোর্টাল ‘হ্যাক’ করে টাকা আত্মসাৎ, ট্যাব কেলেঙ্কারিতে গ্রেপ্তার আরও দুই	Checkworthy	NEGATIVE
BN/NS18/240822/043	22-08-2024	News18 Bangla	প্রি-ওয়েডিং ছবি হোক বা পিকনিক, কলকাতা থেকে ঢিল ছোঁড়া দূরেই ঘোরার সেরা স্থান	Not-Checkworthy	POSITIVE
BN/BTMN/241128/044	28-11-2024	Bartaman	বিধানসভা উপনির্বাচনে বিশ্রীভাবে হেরে দিশেহারা বঙ্গ বিজেপি। ২০২৬-এর বিধানসভা নির্বাচনে...	Checkworthy	NEGATIVE
BN/BTMN/240925/028	25-09-2024	Bartaman	বাংলাদেশের দিনাজপুরে তোপ দাগার শব্দেই দুর্গাপুজো শুরু হতো উদগ্রামে	Checkworthy	NEUTRAL
BN/PRTD/241207/012	07-12-2024	Sangbad Pratidin	‘অধিনায়ক বুমরাহ বেশ ভালো, খেলাটা বোঝে’, ভারতীয় পেসারের প্রশংসায় পঞ্চমুখ গুরু গ্রেগ	Not-Checkworthy	POSITIVE
BN/BTMN/241101/012	01-11-2024	Bartaman	বারাসত থেকে মধ্যমগ্রাম, রাত বাড়তেই পথ দখল দর্শনার্থীদের	Checkworthy	NEUTRAL
BN/BTMN/241111/030	11-11-2024	Bartaman	দামোদরে ইলিশ! গন্ধঝাঁকের খোঁজে জাল কিনে বেকায়দায় মৎস্যজীবীরা	Checkworthy	NEGATIVE
BN/PRTD/241005/045	05-10-2024	Sangbad Pratidin	ভারতীয় মহিলা দলের কোচের উদ্দেশ্যে ‘বৈষম্যমূলক’ মন্তব্য! বিতর্কে সঞ্জয় মঞ্জরেকর	Checkworthy	NEGATIVE
BN/BTMN/241229/027	29-12-2024	Bartaman	দায়িত্বশীল ব্যাটিং ওয়াশিংটনের, এখনও ১১৬ রানে পিছিয়ে রোহিত ব্রিগেড, ‘বাহুবলী’ নীতীশের সেঞ্চুরিতে লড়াইয়ে ভারত	Checkworthy	NEUTRAL
BN/PRTD/241129/027	29-11-2024	Sangbad Pratidin	মেলেনি সরকারি ছাড়পত্র! আদালতে গৃহীত হল না আর জি কর দুর্নীতি মামলার চার্জশিট	Checkworthy	NEGATIVE
BN/PRTD/240930/073	30-09-2024	Sangbad Pratidin	এবার বেইরুটের বসতি এলাকায় ইজরায়েলি হামলা! গত ২৪ ঘণ্টায় লেবাননে মৃত ১০৫	Checkworthy	NEGATIVE
BN/NS18/240822/072	22-08-2024	News18 Bangla	দেশের নতুন 'অরিজিৎ সিং' এখন বাংলার ছেলে শুভ! শো থেকে ফিরতেই শোরগোল জটেশ্বরে	Not-Checkworthy	POSITIVE
BN/PRTD/250107/010	07-01-2025	Sangbad Pratidin	গঙ্গাসাগরে ভেসে এল বিশাল বিরল প্রজাতির কচ্ছপের দেহ, দেখতে ভিড় তীর্থযাত্রীদের	Checkworthy	NEUTRAL
BN/PRTD/241027/060	27-10-2024	Sangbad Pratidin	‘জুনিয়র ডাক্তারদের আন্দোলনের অপমৃত্যু’, আর জি কর আন্দোলনে ‘সরব’ শুভেন্দু	Checkworthy	NEGATIVE
BN/BTMN/240929/040	29-09-2024	Bartaman	‘অসুস্থ বাবা-মায়ের ওষুধ দরকার, ১ মাসের মধ্যে খোরপোশ মেটান’	Checkworthy	NEGATIVE
BN/PRTD/241226/002	26-12-2024	Sangbad Pratidin	পঞ্চম দিনেও অধরা জিনাত! খাঁচাবন্দি করতে এবার হাতি তাড়ানোর কৌশল	Checkworthy	NEGATIVE
BN/BTMN/241001/034	01-10-2024	Bartaman	গয়না কেনার টাকা হারিয়ে মাথায় হাত, পুলিসি তৎপরতায় উদ্ধার	Checkworthy	NEGATIVE
BN/BTMN/241231/047	31-12-2024	Bartaman	ক্ষীণ আশা জিইয়ে রাখতে জিততেই হবে সিডনিতে	Checkworthy	NEUTRAL
BN/BTMN/241024/001	24-10-2024	Bartaman	দ্বিতীয় টেস্টে নিউজিল্যান্ডের প্রথম ইনিংস থামল ২৫৯-এ, ৭টি উইকেট নিলেন ওয়াশিংটন সুন্দর	Checkworthy	NEUTRAL
BN/PRTD/241012/004	12-10-2024	Sangbad Pratidin	দুমাস ধরে বন্দরে আটকে কুমোরটুলির দুর্গা, বিকল্প প্রতিমাতেই পুজো এসেনে	Checkworthy	NEGATIVE
BN/BTMN/241202/029	02-12-2024	Bartaman	ডলারের বদলে অন্য মুদ্রা ব্যবহার করলে চাপবে ১০০ শতাংশ শুল্ক, ব্রিকস সদস্য দেশগুলিকে হুঁশিয়ারি ডোনাল্ড ট্রাম্পের	Checkworthy	NEGATIVE
BN/BTMN/241123/002	23-11-2024	Bartaman	মহারাষ্ট্রে হুঙ্কার বিজেপির ‘মহাযুতি’ জোটের, জয় নিশ্চিত হতেই সিন্ধেকে ফোন শাহের	Checkworthy	POSITIVE
BN/PRTD/241127/057	27-11-2024	Sangbad Pratidin	শোকজ হুমায়ুন কবীরকে, শৃঙ্খলা রক্ষায় কড়া তৃণমূল!	Checkworthy	NEGATIVE
BN/BTMN/241230/026	30-12-2024	Bartaman	তারাপীঠ মন্দিরের পুজো জায়ান্ট স্ক্রিনে সরাসরি সম্প্রচারের দাবি	Checkworthy	NEUTRAL
BN/PRTD/240819/063	19-08-2024	Sangbad Pratidin	অন্ধকারেই চোখের আরাম? বুদ্ধদেব ভট্টাচার্যর ছিল এই সমস্যা, কীসের জন্য হয়?	Checkworthy	NEUTRAL
BN/BTMN/241213/001	13-12-2024	Bartaman	ফারাক্কায় নাবালিকা ধর্ষণ-খুন: মূল অপরাধীর ফাঁসি, অপরজনের যাবজ্জীবনের সাজা ঘোষণা	Checkworthy	NEGATIVE
BN/PRTD/240920/038	20-09-2024	Sangbad Pratidin	মোদির পর রাহুল, এবার ভোটপ্রচারে জম্মু ও কাশ্মীরে আসছেন কংগ্রেস নেতা	Checkworthy	NEUTRAL
BN/ESMY/250111/016	11-01-2025	Ei Samay	পোকামাকড়ের হাত থেকে রান্নাঘরকে পরিষ্কার রাখুন, রইল ৬ ঘরোয়া টোটকা	Checkworthy	NEUTRAL
BN/BTMN/241205/022	05-12-2024	Bartaman	কলকাতা হাইকোর্টের ছুটির তালিকায় ঢুকল রামনবমী! উঠল প্রশ্নও	Checkworthy	NEUTRAL
BN/NS18/240809/056	09-08-2024	News18 Bangla	কিছু খেলেই টক ঢেঁকুর, গরমে মুখে অরুচি! যে কোনও সমস্যার সমাধান ‘এই’ গাছ	Checkworthy	NEUTRAL
BN/PRTD/241004/051	04-10-2024	Sangbad Pratidin	বড্ড দেরি হয়ে গেল! বাংলা ভাষার ‘ধ্রুপদী’ তকমায় দ্বিধাবিভক্ত বাংলার সাহিত্য সমাজ	Not-Checkworthy	NEGATIVE
BN/BTMN/241016/016	16-10-2024	Bartaman	‘টানা চোখের লক্ষ্মী চাই’, আব্দারে ব্যস্ত কুমোরটুলি	Not-Checkworthy	NEUTRAL
BN/PRTD/240814/041	14-08-2024	Sangbad Pratidin	কুস্তিতে একটার বেশি পদক এল না কেন প্যারিসে? ভিনেশ-সাক্ষীদের আন্দোলনকে দায়ী করলেন সংস্থার প্রধান	Checkworthy	NEGATIVE
BN/BTMN/241206/032	06-12-2024	Bartaman	মুচিপাড়ার কিশোরীকে হোটেলে নিয়ে গিয়ে ধর্ষণ, গ্রেপ্তার যুবক	Checkworthy	NEGATIVE
BN/ESMY/241228/007	28-12-2024	Ei Samay	ভরদুপুরে চম্পাহাটিতে ভয়াবহ বিস্ফোরণ, ভেঙে গুঁড়িয়ে গেলো বাড়ি, আহত ৩	Checkworthy	NEGATIVE
